0.00000	0.64515	1.3635e-17
1.01010	0.79029	9.4203e-18
2.02020	0.93544	7.8148e-18
3.03030	1.08058	6.8329e-18
4.04040	1.22573	5.6277e-18
5.05051	1.37087	5.1443e-18
6.06061	1.51602	4.5915e-18
7.07071	1.66116	4.2739e-18
8.08081	1.80631	3.8318e-18
9.09091	1.95145	3.451e-18
10.10101	2.09660	3.2903e-18
11.11111	2.24174	3.0847e-18
12.12121	2.38689	2.8589e-18
13.13131	2.53203	2.7155e-18
14.14141	2.67718	2.51e-18
15.15152	2.82232	2.4024e-18
16.16162	2.96747	2.2966e-18
17.17172	3.11261	2.1851e-18
18.18182	3.25776	2.0374e-18
19.19192	3.40290	1.9802e-18
20.20202	3.54805	1.8912e-18
21.21212	3.69319	1.8361e-18
22.22222	3.83834	1.7715e-18
23.23232	3.98348	1.7229e-18
24.24242	4.12863	1.6793e-18
25.25253	4.27377	1.5567e-18
26.26263	4.41892	1.4671e-18
27.27273	4.56406	1.5438e-18
28.28283	4.70921	1.473e-18
29.29293	4.85435	1.3209e-18
30.30303	4.99950	1.3732e-18
31.31313	5.14464	1.272e-18
32.32323	5.28979	1.297e-18
33.33333	5.43493	1.2641e-18
34.34343	5.58008	1.1885e-18
35.35354	5.72523	1.1819e-18
36.36364	5.87037	1.1849e-18
37.37374	6.01552	1.1372e-18
38.38384	6.16066	1.1033e-18
39.39394	6.30581	1.0898e-18
40.40404	6.45095	1.0808e-18
41.41414	6.59610	1.0072e-18
42.42424	6.74124	9.8541e-19
43.43434	6.88639	1.0057e-18
44.44444	7.03153	9.745e-19
45.45455	7.17668	8.9306e-19
46.46465	7.32182	9.4599e-19
47.47475	7.46697	9.0027e-19
48.48485	7.61211	8.8699e-19
49.49495	7.75726	8.3917e-19
50.50505	7.90240	8.7602e-19
51.51515	8.04755	8.2274e-19
52.52525	8.19269	8.1236e-19
53.53535	8.33784	8.1271e-19
54.54545	8.48298	7.8584e-19
55.55556	8.62813	7.949e-19
56.56566	8.77327	7.6817e-19
57.57576	8.91842	7.4126e-19
58.58586	9.06356	7.4625e-19
59.59596	9.20871	7.1706e-19
60.60606	9.35385	7.4317e-19
61.61616	9.49900	6.7686e-19
62.62626	9.64414	7.2345e-19
63.63636	9.78929	6.8361e-19
64.64646	9.93443	7.0446e-19
65.65657	10.07958	6.6361e-19
66.66667	10.22472	6.3397e-19
67.67677	10.36987	6.865e-19
68.68687	10.51502	6.3046e-19
69.69697	10.66016	6.0437e-19
70.70707	10.80531	6.4079e-19
71.71717	10.95045	6.0434e-19
72.72727	11.09560	6.1113e-19
73.73737	11.24074	5.7898e-19
74.74747	11.38589	6.0805e-19
75.75758	11.53103	5.6048e-19
76.76768	11.67618	5.943e-19
77.77778	11.82132	5.6251e-19
78.78788	11.96647	5.4356e-19
79.79798	12.11161	5.7464e-19
80.80808	12.25676	5.3731e-19
81.81818	12.40190	5.3954e-19
82.82828	12.54705	5.4698e-19
83.83838	12.69219	5.1763e-19
84.84848	12.83734	5.1991e-19
85.85859	12.98248	5.2612e-19
86.86869	13.12763	5.0577e-19
87.87879	13.27277	5.3729e-19
88.88889	13.41792	4.6646e-19
89.89899	13.56306	4.9811e-19
90.90909	13.70821	5.3439e-19
91.91919	13.85335	4.5804e-19
92.92929	13.99850	4.723e-19
93.93939	14.14364	4.8567e-19
94.94949	14.28879	4.6914e-19
95.95960	14.43393	4.7039e-19
96.96970	14.57908	4.5817e-19
97.97980	14.72422	4.735e-19
98.98990	14.86937	4.4322e-19
100.00000	15.00000	3.9439e-19
